dataset_index,initialization_index,stream_seed,arm,refresh_slot,partition_epoch,hash_partition_id,partition_fingerprint,feature_ns,ordering_or_hash_ns
0,2,a303ea0000000006,projected_order_1d,2500,25,,6ce7c7abceac8e71,7600,8200
0,2,a303ea0000000006,projected_order_1d,2600,26,,128aabd28ca7259d,7500,8500
0,2,a303ea0000000006,projected_order_1d,2700,27,,78f744b0952129f5,7400,8000
0,2,a303ea0000000006,projected_order_1d,2800,28,,76e631a1823d0685,7700,7900
0,2,a303ea0000000006,projected_order_1d,2900,29,,49493ee8754a32b5,7400,8100
0,2,a303ea0000000006,projected_order_1d,3000,30,,f4db6cc92420ce0d,7600,8000
0,2,a303ea0000000006,projected_order_1d,3100,31,,007c6c192531e605,7300,8000
0,2,a303ea0000000006,projected_order_1d,3200,32,,b597eef987e68379,7400,8700
0,2,a303ea0000000006,projected_order_1d,3300,33,,7e8547793e8ab42d,7400,8100
0,2,a303ea0000000006,projected_order_1d,3400,34,,38bcb6d651053d75,7400,8300
0,2,a303ea0000000006,projected_order_1d,3500,35,,251fe17e6fc9a411,7400,7700
0,2,a303ea0000000006,projected_order_1d,3600,36,,fdc52d6a8c88da41,7500,8600
0,2,a303ea0000000006,projected_order_1d,3700,37,,79bdbce43d008a31,7500,7900
0,2,a303ea0000000006,projected_order_1d,3800,38,,083b1c6fb52f2f9d,7400,8100
0,2,a303ea0000000006,projected_order_1d,3900,39,,4f1f16124b380f71,7600,8300
0,2,a303ea0000000006,projected_order_1d,4000,40,,e4b1c955e517c281,7600,7800
0,2,a303ea0000000006,projected_order_1d,4100,41,,97769237a7650b8d,7300,8100
0,2,a303ea0000000006,hash_placebo,0,0,2,8ec04bf49bf34a6d,0,4300
1,0,a303ea0000000007,projected_order_1d,0,0,,e5bfca898e63a1a1,7400,7700
1,0,a303ea0000000007,projected_order_1d,100,1,,2dfb7304e7fa5d71,7300,8100
1,0,a303ea0000000007,projected_order_1d,200,2,,b4b4dba6b1d63f71,7400,7800
1,0,a303ea0000000007,projected_order_1d,300,3,,fc9cdceb44c02005,7600,7900
1,0,a303ea0000000007,projected_order_1d,400,4,,a1fcc9942d6c5941,7500,8100
1,0,a303ea0000000007,projected_order_1d,500,5,,09ee416d334583a5,7300,8100
1,0,a303ea0000000007,projected_order_1d,600,6,,c841b95cb11b4c29,7600,8100
1,0,a303ea0000000007,projected_order_1d,700,7,,892fb37597fd25f9,7500,7900
1,0,a303ea0000000007,projected_order_1d,800,8,,5f07df76a0d7a91d,8400,11000
1,0,a303ea0000000007,projected_order_1d,900,9,,4f95973535739e5d,7500,8100
1,0,a303ea0000000007,projected_order_1d,1000,10,,b79b5aca2eb580e9,7800,8200
